Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Domestic %,Foreign %
1,Avengers: Endgame,2797501328,858373000,30.7%,1939128328,69.3%,2019.csv,2019,0.30683560054417247,0.6931643994558275
2,Avatar,2743577587,749766139,27.3%,1993811448,72.7%,2009.csv,2009,0.27328045780540194,0.726719542194598
3,Star Wars: Episode VII - The Force Awakens,2068223624,936662225,45.3%,1131561399,54.7%,2015.csv,2015,0.4528824707980417,0.5471175292019583
4,Avengers: Infinity War,2048359754,678815482,33.1%,1369544272,66.9%,2018.csv,2018,0.3313946589091205,0.6686053410908794
5,Spider-Man: No Way Home,1892768346,804768346,42.5%,1088000000,57.5%,2021.csv,2021,0.4251805815015463,0.5748194184984536
6,Titanic,1843478449,600788188,32.6%,1242690261,67.4%,1997.csv,1997,0.325899219665898,0.6741007803341019
7,Jurassic World,1670400637,652270625,39%,1018130012,61%,2015.csv,2015,0.39048753368022093,0.6095124663197791
8,The Lion King,1656943394,543638043,32.8%,1113305351,67.2%,2019.csv,2019,0.32809693135479556,0.6719030686452044
9,The Avengers,1518812988,623357910,41%,895455078,59%,2012.csv,2012,0.41042440045291473,0.5895755995470853
10,Furious 7,1515047671,353007020,23.3%,1162040651,76.7%,2015.csv,2015,0.23300060239490641,0.7669993976050936
11,Frozen II,1450026933,477373578,32.9%,972653355,67.1%,2019.csv,2019,0.329217042205105,0.6707829577948949
12,Avengers: Age of Ultron,1402805868,459005868,32.7%,943800000,67.3%,2015.csv,2015,0.3272055517235689,0.6727944482764311
13,Black Panther,1346913161,700059566,52%,646853595,48%,2018.csv,2018,0.5197510769589992,0.4802489230410007
14,Harry Potter and the Deathly Hallows: Part 2,1341511219,381011219,28.4%,960500000,71.6%,2011.csv,2011,0.2840164238686102,0.7159835761313897
15,Star Wars: Episode VIII - The Last Jedi,1332539889,620181382,46.5%,712358507,53.5%,2017.csv,2017,0.465412995978239,0.5345870040217611
16,Jurassic World: Fallen Kingdom,1308467944,417719760,31.9%,890748184,68.1%,2018.csv,2018,0.3192434036427567,0.6807565963572433
17,Frozen,1280802282,400738009,31.3%,880064273,68.7%,2013.csv,2013,0.31288046143565507,0.6871195385643449
18,Beauty and the Beast,1263521126,504014165,39.9%,759506961,60.1%,2017.csv,2017,0.3988965080430321,0.6011034919569679
19,Incredibles 2,1242805359,608581744,49%,634223615,51%,2018.csv,2018,0.48968387494698595,0.510316125053014
20,The Fate of the Furious,1236005118,226008385,18.3%,1009996733,81.7%,2017.csv,2017,0.1828539232634472,0.8171460767365528
21,Iron Man 3,1214811252,409013994,33.7%,805797258,66.3%,2013.csv,2013,0.33668933616363966,0.6633106638363603
22,Minions,1159398397,336045770,29%,823352627,71%,2015.csv,2015,0.28984494964762314,0.7101550503523768
23,Captain America: Civil War,1153296293,408084349,35.4%,745211944,64.6%,2016.csv,2016,0.35384172434862754,0.6461582756513724
24,Aquaman,1148461807,335061807,29.2%,813400000,70.8%,2018.csv,2018,0.2917483236776023,0.7082516763223977
25,The Lord of the Rings: The Return of the King,1140682011,377027325,33.1%,763654686,66.9%,2003.csv,2003,0.3305279835784138,0.6694720164215863
26,Spider-Man: Far from Home,1131927996,390532085,34.5%,741395911,65.5%,2019.csv,2019,0.345014953583673,0.654985046416327
27,Captain Marvel,1128274794,426829839,37.8%,701444955,62.2%,2019.csv,2019,0.3783030882811692,0.6216969117188308
28,Transformers: Dark of the Moon,1123794079,352390543,31.4%,771403536,68.6%,2011.csv,2011,0.3135721655639725,0.6864278344360275
29,Skyfall,1108561013,304360277,27.5%,804200736,72.5%,2012.csv,2012,0.2745543758356943,0.7254456241643057
30,Transformers: Age of Extinction,1104054072,245439076,22.2%,858614996,77.8%,2014.csv,2014,0.22230711540729683,0.7776928845927031
31,The Dark Knight Rises,1081041287,448139099,41.5%,632902188,58.5%,2012.csv,2012,0.4145439257399981,0.5854560742600019
32,Joker,1074251311,335451311,31.2%,738800000,68.8%,2019.csv,2019,0.3122652097931673,0.6877347902068327
33,Star Wars: Episode IX - The Rise of Skywalker,1074144248,515202542,48%,558941706,52%,2019.csv,2019,0.4796399952420543,0.5203600047579457
34,Toy Story 4,1073394593,434038008,40.4%,639356585,59.6%,2019.csv,2019,0.4043601587249657,0.5956398412750342
35,Toy Story 3,1066969703,415004880,38.9%,651964823,61.1%,2010.csv,2010,0.3889565737744289,0.6110434262255711
36,Pirates of the Caribbean: Dead Man's Chest,1066179725,423315812,39.7%,642863913,60.3%,2006.csv,2006,0.3970398255322291,0.602960174467771
37,Rogue One: A Star Wars Story,1056057273,532177324,50.4%,523879949,49.6%,2016.csv,2016,0.5039284682810948,0.49607153171890517
38,Aladdin,1050693953,355559216,33.8%,695134737,66.2%,2019.csv,2019,0.3384041708670612,0.6615958291329388
39,Pirates of the Caribbean: On Stranger Tides,1045713802,241071802,23.1%,804642000,76.9%,2011.csv,2011,0.23053325062644625,0.7694667493735537
40,Despicable Me 3,1034799409,264624300,25.6%,770175109,74.4%,2017.csv,2017,0.2557252136969475,0.7442747863030524
41,Finding Dory,1028570889,486295561,47.3%,542275328,52.7%,2016.csv,2016,0.47278759898871686,0.5272124010112832
42,Alice in Wonderland,1025467110,334191110,32.6%,691276000,67.4%,2010.csv,2010,0.32589159295416115,0.6741084070458389
43,Zootopia,1023784195,341268248,33.3%,682515947,66.7%,2016.csv,2016,0.3333400238709487,0.6666599761290513
44,The Hobbit: An Unexpected Journey,1017003568,303003568,29.8%,714000000,70.2%,2012.csv,2012,0.29793756633113405,0.7020624336688659
45,The Dark Knight,1003045358,533345358,53.2%,469700000,46.8%,2008.csv,2008,0.5317260617839378,0.4682739382160622
46,Jurassic Park,978167947,357067947,36.5%,621100000,63.5%,1993.csv,1993,0.3650374642668597,0.6349625357331403
47,Harry Potter and the Deathly Hallows: Part 1,976536918,295983305,30.3%,680553613,69.7%,2010.csv,2010,0.30309484418283916,0.6969051558171608
48,Harry Potter and the Sorcerer's Stone,974755371,317575550,32.6%,657179821,67.4%,2001.csv,2001,0.32580025660612644,0.6741997433938736
49,Despicable Me 2,970766005,368065385,37.9%,602700620,62.1%,2013.csv,2013,0.3791494377679614,0.6208505622320386
50,The Jungle Book,966550600,364001123,37.7%,602549477,62.3%,2016.csv,2016,0.3765981036067848,0.6234018963932152
51,Jumanji: Welcome to the Jungle,962077546,404515480,42%,557562066,58%,2017.csv,2017,0.42046036900231326,0.5795396309976868
52,Pirates of the Caribbean: At World's End,960996492,309420425,32.2%,651576067,67.8%,2007.csv,2007,0.32197872476729084,0.6780212752327092
53,The Hobbit: The Desolation of Smaug,958366855,258366855,27%,700000000,73%,2013.csv,2013,0.2695907664711547,0.7304092335288452
54,The Hobbit: The Battle of the Five Armies,956019788,255119788,26.7%,700900000,73.3%,2014.csv,2014,0.26685617934092387,0.7331438206590761
55,Harry Potter and the Order of the Phoenix,941676843,292004738,31%,649672105,69%,2007.csv,2007,0.31009017602018274,0.6899098239798173
56,The Lord of the Rings: The Two Towers,936689735,339789881,36.3%,596899854,63.7%,2002.csv,2002,0.36275606351125433,0.6372439364887457
57,Harry Potter and the Half-Blood Prince,933959197,301959197,32.3%,632000000,67.7%,2009.csv,2009,0.32331090905248616,0.6766890909475138
58,Shrek 2,928760770,441226247,47.5%,487534523,52.5%,2004.csv,2004,0.47506985787093486,0.5249301421290652
59,Star Wars: Episode I - The Phantom Menace,924305084,431088295,46.6%,493216789,53.4%,1999.csv,1999,0.4663917817420552,0.5336082182579448
60,Doctor Strange in the Multiverse of Madness,910239505,388633292,42.7%,521606213,57.3%,2022.csv,2022,0.42695717980291353,0.5730428201970865
61,Bohemian Rhapsody,903655259,216428042,24%,687227217,76%,2018.csv,2018,0.23950288546929155,0.7604971145307085
62,The Battle at Lake Changjin,902540935,342411,<0.1%,902198524,100%,2021.csv,2021,0.00037938556216289516,0.9996206144378371
63,Harry Potter and the Goblet of Fire,895921036,290013036,32.4%,605908000,67.6%,2005.csv,2005,0.3237037912345659,0.6762962087654341
64,Spider-Man 3,894983373,336530303,37.6%,558453070,62.4%,2007.csv,2007,0.3760184972732449,0.6239815027267551
65,Ice Age 3: Dawn of the Dinosaurs,886686817,196573705,22.2%,690113112,77.8%,2009.csv,2009,0.22169462907442775,0.7783053709255723
66,The Lord of the Rings: The Fellowship of the Ring,880839846,313364114,35.6%,567475732,64.4%,2001.csv,2001,0.35575606101724877,0.6442439389827512
67,Spectre,880674609,200074609,22.7%,680600000,77.3%,2015.csv,2015,0.22718335121207064,0.7728166487879293
68,Spider-Man: Homecoming,880166924,334201140,38%,545965784,62%,2017.csv,2017,0.37970199843592395,0.620298001564076
69,Harry Potter and the Chamber of Secrets,878979634,261988482,29.8%,616991152,70.2%,2002.csv,2002,0.2980597864455185,0.7019402135544816
70,Ice Age 4: Continental Drift,877244782,161321843,18.4%,715922939,81.6%,2012.csv,2012,0.18389604168657225,0.8161039583134277
71,The Secret Life of Pets,875457937,368384330,42.1%,507073607,57.9%,2016.csv,2016,0.42079043941548044,0.5792095605845196
72,Batman v Superman: Dawn of Justice,873634919,330360194,37.8%,543274725,62.2%,2016.csv,2016,0.3781444477724682,0.6218555522275317
73,Finding Nemo,871014978,339714978,39%,531300000,61%,2003.csv,2003,0.3900219704373442,0.6099780295626558
74,Wolf Warrior 2,870325439,2721100,0.3%,867604339,99.7%,2017.csv,2017,0.003126531614572282,0.9968734683854277
75,Star Wars: Episode III - Revenge of the Sith,868352530,380270577,43.8%,488081953,56.2%,2005.csv,2005,0.437921885250913,0.562078114749087
76,The Hunger Games: Catching Fire,865011746,424668047,49.1%,440343699,50.9%,2013.csv,2013,0.490939052520103,0.5090609474798969
77,Guardians of the Galaxy Vol. 2,863756051,389813101,45.1%,473942950,54.9%,2017.csv,2017,0.4512999944240043,0.5487000055759956
78,The Lion King,858555561,312855561,36.4%,545700000,63.6%,1994.csv,1994,0.3643975710035614,0.6356024289964386
79,Inside Out,857611174,356461711,41.6%,501149463,58.4%,2015.csv,2015,0.4156449004009829,0.5843550995990171
80,Venom,856085151,213515506,24.9%,642569645,75.1%,2018.csv,2018,0.24940919224050412,0.7505908077594958
81,Thor: Ragnarok,853977126,315058289,36.9%,538918837,63.1%,2017.csv,2017,0.36893059475225337,0.6310694052477467
82,Transformers: Revenge of the Fallen,836303693,402111870,48.1%,434191823,51.9%,2009.csv,2009,0.4808203925986968,0.5191796074013032
83,The Twilight Saga: Breaking Dawn - Part 2,829746820,292324737,35.2%,537422083,64.8%,2012.csv,2012,0.35230594436023266,0.6476940556397673
84,Inception,826137188,292576195,35.4%,533560993,64.6%,2010.csv,2010,0.3541496488111125,0.6458503511888876
85,"Hi, Mom",822009764,0,-,822009764,100%,2021.csv,2021,0.0,1.0
86,Wonder Woman,821847012,412563408,50.2%,409283604,49.8%,2017.csv,2017,0.501995385973369,0.49800461402663104
87,Spider-Man,821708551,403706375,49.1%,418002176,50.9%,2002.csv,2002,0.4913011730359856,0.5086988269640144
88,Fantastic Beasts and Where to Find Them,814037575,234037575,28.8%,580000000,71.2%,2016.csv,2016,0.287502177034027,0.7124978229659731
89,Shrek the Third,813367380,322719944,39.7%,490647436,60.3%,2007.csv,2007,0.3967702073323865,0.6032297926676135
90,Coco,807816196,210460015,26.1%,597356181,73.9%,2017.csv,2017,0.2605295809147159,0.7394704190852841
91,Jumanji: The Next Level,800059707,320314960,40%,479744747,60%,2019.csv,2019,0.4003638193467978,0.5996361806532021
92,Harry Potter and the Prisoner of Azkaban,795634069,249541069,31.4%,546093000,68.6%,2004.csv,2004,0.31363798852107727,0.6863620114789227
93,Pirates of the Caribbean: Dead Men Tell No Tales,794861794,172558876,21.7%,622302918,78.3%,2017.csv,2017,0.21709293024593404,0.782907069754066
94,Mission: Impossible - Fallout,791115104,220159104,27.8%,570956000,72.2%,2018.csv,2018,0.27828959766643513,0.7217104023335649
95,Indiana Jones and the Kingdom of the Crystal Skull,790653942,317101119,40.1%,473552823,59.9%,2008.csv,2008,0.40106183268735285,0.5989381673126472
96,Fast & Furious 6,788679850,238679850,30.3%,550000000,69.7%,2013.csv,2013,0.30263211365169274,0.6973678863483073
97,Spider-Man 2,788618317,373585825,47.4%,415032492,52.6%,2004.csv,2004,0.4737219729072055,0.5262780270927945
98,Deadpool,782612155,363070709,46.4%,419541446,53.6%,2016.csv,2016,0.463921633059737,0.536078366940263
99,No Time to Die,774153007,160891007,20.8%,613262000,79.2%,2021.csv,2021,0.20782843384344046,0.7921715661565596
100,Guardians of the Galaxy,772776600,333176600,43.1%,439600000,56.9%,2014.csv,2014,0.4311421955581988,0.5688578044418011
101,The Batman,770342756,369342756,47.9%,401000000,52.1%,2022.csv,2022,0.4794524945205041,0.5205475054794959
102,2012,769679473,166112167,21.6%,603567306,78.4%,2009.csv,2009,0.21581992612137652,0.7841800738786235
103,The Da Vinci Code,760006945,217536138,28.6%,542470807,71.4%,2006.csv,2006,0.28622914491919543,0.7137708550808045
104,Fast & Furious Presents: Hobbs & Shaw,759056935,173956935,22.9%,585100000,77.1%,2019.csv,2019,0.22917508157671992,0.77082491842328
105,Maleficent,758410378,241410378,31.8%,517000000,68.2%,2014.csv,2014,0.31831101604466705,0.681688983955333
106,The Amazing Spider-Man,757930663,262030663,34.6%,495900000,65.4%,2012.csv,2012,0.34571851462354675,0.6542814853764533
107,The Hunger Games: Mockingjay - Part 1,755356711,337135885,44.6%,418220826,55.4%,2014.csv,2014,0.44632672231596815,0.5536732776840319
108,Shrek Forever After,752600867,238736787,31.7%,513864080,68.3%,2010.csv,2010,0.31721566831519477,0.6827843316848052
109,Madagascar 3: Europe's Most Wanted,746921274,216391482,29%,530529792,71%,2012.csv,2012,0.2897112313338661,0.7102887686661339
110,Suicide Squad,746846894,325100054,43.5%,421746840,56.5%,2016.csv,2016,0.43529678788488074,0.5647032121151193
111,X-Men: Days of Future Past,746045700,233921534,31.4%,512124166,68.6%,2014.csv,2014,0.3135485319465014,0.6864514680534985
112,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115,291710957,39.2%,453302158,60.8%,2005.csv,2005,0.39155143866158654,0.6084485613384135
113,Monsters University,743559607,268492764,36.1%,475066843,63.9%,2013.csv,2013,0.3610911102114238,0.6389088897885762
114,The Matrix Reloaded,739412035,281576461,38.1%,457835574,61.9%,2003.csv,2003,0.3808113036731949,0.6191886963268052
115,Up,735099082,293004164,39.9%,442094918,60.1%,2009.csv,2009,0.3985913888000203,0.6014086111999797
116,Deadpool 2,734546611,318491426,43.4%,416055185,56.6%,2018.csv,2018,0.43358912998919275,0.5664108700108073
117,F9: The Fast Saga,726229501,173005945,23.8%,553223556,76.2%,2021.csv,2021,0.23822489276705933,0.7617751072329407
118,Ne Zha,726063471,3695533,0.5%,722367938,99.5%,2019.csv,2019,0.005089820859476899,0.9949101791405232
119,Gravity,723192705,274092705,37.9%,449100000,62.1%,2013.csv,2013,0.37900369169238235,0.6209963083076177
120,Captain America: The Winter Soldier,714421503,259766572,36.4%,454654931,63.6%,2014.csv,2014,0.3636040781376089,0.6363959218623911
121,The Twilight Saga: Breaking Dawn - Part 1,712205856,281287133,39.5%,430918723,60.5%,2011.csv,2011,0.394952008089077,0.6050479919109231
122,Dawn of the Planet of the Apes,710644566,208545589,29.3%,502098977,70.7%,2014.csv,2014,0.29345976734028806,0.7065402326597119
123,The Twilight Saga: New Moon,709827462,296623634,41.8%,413203828,58.2%,2009.csv,2009,0.4178813160655089,0.5821186839344911
124,Transformers,709709780,319246193,45%,390463587,55%,2007.csv,2007,0.44982639664342794,0.5501736033565721
125,The Amazing Spider-Man 2,708982323,202853933,28.6%,506128390,71.4%,2014.csv,2014,0.28611987410580336,0.7138801258941967
126,It,700381748,327481748,46.8%,372900000,53.2%,2017.csv,2017,0.4675760739555994,0.5324239260444006
127,The Wandering Earth,699856699,5971413,0.9%,693885286,99.1%,2019.csv,2019,0.008532336703402763,0.9914676632965972
128,The Twilight Saga: Eclipse,698491347,300531751,43%,397959596,57%,2010.csv,2010,0.4302583736946422,0.5697416263053579
129,Mission: Impossible - Ghost Protocol,694713380,209397903,30.1%,485315477,69.9%,2011.csv,2011,0.3014162516921727,0.6985837483078273
130,The Hunger Games,694394724,408010692,58.8%,286384032,41.2%,2012.csv,2012,0.5875774655223331,0.4124225344776669
131,Detective Chinatown 3,686257563,0,-,686257563,100%,2021.csv,2021,0.0,1.0
132,Mission: Impossible - Rogue Nation,682714267,195042377,28.6%,487671890,71.4%,2015.csv,2015,0.2856866868434727,0.7143133131565274
133,Interstellar,677896797,188020017,27.7%,489876780,72.3%,2014.csv,2014,0.2773578778245798,0.7226421221754201
134,Doctor Strange,677718395,232641920,34.3%,445076475,65.7%,2016.csv,2016,0.3432722524817996,0.6567277475182004
135,The Sixth Sense,672806292,293506292,43.6%,379300000,56.4%,1999.csv,1999,0.43624189531212054,0.5637581046878795
136,Man of Steel,668045518,291045518,43.6%,377000000,56.4%,2013.csv,2013,0.4356671965577052,0.5643328034422948
137,Kung Fu Panda 2,665692281,165249063,24.8%,500443218,75.2%,2011.csv,2011,0.24823641150196843,0.7517635884980316
138,Ice Age 2: The Meltdown,660998756,195330621,29.6%,465668135,70.4%,2006.csv,2006,0.29550830349822926,0.7044916965017707
139,Justice League,657924295,229024295,34.8%,428900000,65.2%,2017.csv,2017,0.3481012887660578,0.6518987112339422
140,Big Hero 6,657827828,222527828,33.8%,435300000,66.2%,2014.csv,2014,0.33827670178769026,0.6617232982123098
141,Fantastic Beasts: The Crimes of Grindelwald,654855901,159555901,24.4%,495300000,75.6%,2018.csv,2018,0.24365039813545178,0.7563496018645482
142,Pirates of the Caribbean: The Curse of the Black Pearl,654264015,305413918,46.7%,348850097,53.3%,2003.csv,2003,0.4668053125312111,0.5331946874687888
143,The Hunger Games: Mockingjay - Part 2,653428261,281723902,43.1%,371704359,56.9%,2015.csv,2015,0.43114740946290353,0.5688525905370965
144,Star Wars: Episode II - Attack of the Clones,645256452,302191252,46.8%,343065200,53.2%,2002.csv,2002,0.4683273620331037,0.5316726379668963
145,Thor: The Dark World,644783140,206362140,32%,438421000,68%,2013.csv,2013,0.32004890822672566,0.6799510917732744
146,Moana,643331111,248757044,38.7%,394574067,61.3%,2016.csv,2016,0.38667031602642327,0.6133296839735767
147,Sing,634151679,270395425,42.6%,363756254,57.4%,2016.csv,2016,0.42638919670825315,0.5736108032917469
148,Kung Fu Panda,631744560,215434591,34.1%,416309969,65.9%,2008.csv,2008,0.3410153480387706,0.6589846519612294
149,The Incredibles,631442092,261441092,41.4%,370001000,58.6%,2004.csv,2004,0.4140381126192012,0.5859618873807988
150,The Martian,630161890,228433663,36.2%,401728227,63.8%,2015.csv,2015,0.36249996488997455,0.6375000351100255
151,Hancock,629443428,227946274,36.2%,401497154,63.8%,2008.csv,2008,0.3621394137425167,0.6378605862574833
152,Water Gate Bridge,626571280,117294,<0.1%,626453986,100%,2022.csv,2022,0.00018719977079064332,0.9998128002292094
153,Fast Five,626137675,209837675,33.5%,416300000,66.5%,2011.csv,2011,0.33513024911014977,0.6648697508898502
154,Men in Black 3,624026776,179020854,28.7%,445005922,71.3%,2012.csv,2012,0.2868800841328001,0.7131199158671999
155,Iron Man 2,623933331,312433331,50.1%,311500000,49.9%,2010.csv,2010,0.5007479412892594,0.4992520587107407
156,Ratatouille,623726085,206445654,33.1%,417280431,66.9%,2007.csv,2007,0.3309876866862158,0.6690123133137842
157,Ant-Man and the Wasp,622674139,216648740,34.8%,406025399,65.2%,2018.csv,2018,0.3479327732285988,0.6520672267714012
158,How to Train Your Dragon 2,621537519,177002924,28.5%,444534595,71.5%,2014.csv,2014,0.2847823640393944,0.7152176359606056
159,Logan,619021436,226277068,36.6%,392744368,63.4%,2017.csv,2017,0.36553995522701094,0.6344600447729891
160,The Passion of the Christ,611486736,370274604,60.6%,241212132,39.4%,2004.csv,2004,0.6055317019991747,0.39446829800082533
161,Mamma Mia!,609841637,144130063,23.6%,465711574,76.4%,2008.csv,2008,0.23634014841790804,0.7636598515820919
162,Life of Pi,609016565,124987023,20.5%,484029542,79.5%,2012.csv,2012,0.20522762463776334,0.7947723753622367
163,Casino Royale,605999592,167445960,27.6%,438553632,72.4%,2006.csv,2006,0.27631365137948805,0.723686348620512
164,Transformers: The Last Knight,605425157,130168683,21.5%,475256474,78.5%,2017.csv,2017,0.21500375644284633,0.7849962435571537
165,Madagascar: Escape 2 Africa,603900354,180010950,29.8%,423889404,70.2%,2008.csv,2008,0.298080550553875,0.701919449446125
166,War of the Worlds,603873119,234280354,38.8%,369592765,61.2%,2005.csv,2005,0.38796287933459084,0.6120371206654092
167,Tangled,592461732,200821936,33.9%,391639796,66.1%,2010.csv,2010,0.33896186901738995,0.66103813098261
168,Quantum of Solace,589580482,168368427,28.6%,421212055,71.4%,2008.csv,2008,0.2855732714028345,0.7144267285971655
169,The Croods,587204668,187168425,31.9%,400036243,68.1%,2013.csv,2013,0.3187447838885368,0.6812552161114632
170,The Hangover Part II,586764305,254464305,43.4%,332300000,56.6%,2011.csv,2011,0.43367379854505633,0.5663262014549436
171,I Am Legend,585410052,256393010,43.8%,329017042,56.2%,2007.csv,2007,0.4379716561477834,0.5620283438522166
172,Iron Man,585366247,318604126,54.4%,266762121,45.6%,2008.csv,2008,0.5442816828487209,0.45571831715127914
173,Ready Player One,582890172,137690172,23.6%,445200000,76.4%,2018.csv,2018,0.23621975221774713,0.7637802477822528
174,Operation Red Sea,579330426,1543547,0.3%,577786879,99.7%,2018.csv,2018,0.0026643637736368433,0.9973356362263631
175,Night at the Museum,574480841,250863268,43.7%,323617573,56.3%,2006.csv,2006,0.43667821465259277,0.5633217853474073
176,Fifty Shades of Grey,569651467,166167230,29.2%,403484237,70.8%,2015.csv,2015,0.2916998193212763,0.7083001806787237
177,Kong: Skull Island,566652812,168052812,29.7%,398600000,70.3%,2017.csv,2017,0.29657103686975084,0.7034289631302492
178,The Smurfs,563749323,142614158,25.3%,421135165,74.7%,2011.csv,2011,0.2529744199799243,0.7470255800200757
179,Cars 2,559852396,191452396,34.2%,368400000,65.8%,2011.csv,2011,0.3419694143811434,0.6580305856188566
180,Top Gun: Maverick,557241022,295641022,53.1%,261600000,46.9%,2022.csv,2022,0.5305442534343784,0.46945574656562167
181,King Kong,556906378,218080025,39.2%,338826353,60.8%,2005.csv,2005,0.3915918969776999,0.6084081030223001
182,Puss in Boots,554987477,149260504,26.9%,405726973,73.1%,2011.csv,2011,0.26894391348581725,0.7310560865141827
183,The Mermaid,553810228,3232685,0.6%,550577543,99.4%,2016.csv,2016,0.005837170995693492,0.9941628290043065
184,Armageddon,553709788,201578182,36.4%,352131606,63.6%,1998.csv,1998,0.3640502414235813,0.6359497585764188
185,The Day After Tomorrow,552639571,186740799,33.8%,365898772,66.2%,2004.csv,2004,0.3379070352528194,0.6620929647471806
186,Ted,549368315,218815487,39.8%,330552828,60.2%,2012.csv,2012,0.398303799155217,0.6016962008447829
187,American Sniper,547426372,350126372,64%,197300000,36%,2014.csv,2014,0.639586234621521,0.3604137653784791
188,Mission: Impossible II,546388108,215409889,39.4%,330978219,60.6%,2000.csv,2000,0.3942433699527004,0.6057566300472996
189,Detective Chinatown 2,544185156,1983984,0.4%,542201172,99.6%,2018.csv,2018,0.0036457885301083076,0.9963542114698917
190,X-Men: Apocalypse,543934105,155442489,28.6%,388491616,71.4%,2016.csv,2016,0.285774485495812,0.7142255145041879
191,Sherlock Holmes: A Game of Shadows,543848418,186848418,34.4%,357000000,65.6%,2011.csv,2011,0.3435670893134785,0.6564329106865214
192,Despicable Me,543113985,251513985,46.3%,291600000,53.7%,2010.csv,2010,0.4630961307321151,0.5369038692678849
193,Cinderella,542351353,201151353,37.1%,341200000,62.9%,2015.csv,2015,0.3708875286976559,0.6291124713023442
194,Madagascar,542063846,193595521,35.7%,348468325,64.3%,2005.csv,2005,0.35714523746341126,0.6428547625365887
195,World War Z,540007876,202359711,37.5%,337648165,62.5%,2013.csv,2013,0.37473473997997764,0.6252652600200224
196,Brave,538983207,237283207,44%,301700000,56%,2012.csv,2012,0.4402423005360907,0.5597576994639093
197,The Simpsons Movie,536414270,183135014,34.1%,353279256,65.9%,2007.csv,2007,0.34140593239624295,0.658594067603757
198,The Revenant,532950503,183637894,34.5%,349312609,65.5%,2015.csv,2015,0.34456838480552104,0.6554316151944789
199,The Meg,530243742,145443742,27.4%,384800000,72.6%,2018.csv,2018,0.2742960085703378,0.7257039914296621
200,Ralph Breaks the Internet,529323962,201091711,38%,328232251,62%,2018.csv,2018,0.3799029052835511,0.6200970947164489
201,"Monsters, Inc.",528773250,255873250,48.4%,272900000,51.6%,2001.csv,2001,0.48389976232723575,0.5161002376727643
202,Hotel Transylvania 3: Summer Vacation,528583774,167510016,31.7%,361073758,68.3%,2018.csv,2018,0.31690343941583043,0.6830965605841696
203,The Boss Baby,527965936,175003033,33.1%,352962903,66.9%,2017.csv,2017,0.331466522870521,0.6685334771294791
204,Dunkirk,525245546,188045546,35.8%,337200000,64.2%,2017.csv,2017,0.3580145465907482,0.6419854534092517
205,Godzilla,524976069,200676069,38.2%,324300000,61.8%,2014.csv,2014,0.38225755582013016,0.6177424441798699
206,Sherlock Holmes,524028679,209028679,39.9%,315000000,60.1%,2009.csv,2009,0.39888786125005193,0.6011121387499481
207,Meet the Fockers,522657936,279261160,53.4%,243396776,46.6%,2004.csv,2004,0.5343096139269183,0.46569038607308166
208,How to Train Your Dragon: The Hidden World,521799505,160799505,30.8%,361000000,69.2%,2019.csv,2019,0.3081633912243746,0.6918366087756255
209,WALL·E,521311860,223808164,42.9%,297503696,57.1%,2008.csv,2008,0.4293172305728859,0.5706827694271142
210,Kung Fu Panda 3,521170825,143528619,27.5%,377642206,72.5%,2016.csv,2016,0.2753964959569638,0.7246035040430362
211,Ant-Man,519311965,180202163,34.7%,339109802,65.3%,2015.csv,2015,0.3470017545234106,0.6529982454765894
212,The Grinch,511595957,270620950,52.9%,240975007,47.1%,2018.csv,2018,0.5289739809261237,0.4710260190738763
213,Venom: Let There Be Carnage,506863592,213550366,42.1%,293313226,57.9%,2021.csv,2021,0.42131723282267236,0.5786827671773277
214,Rio 2,498781117,131538435,26.4%,367242682,73.6%,2014.csv,2014,0.2637197570572825,0.7362802429427175
215,Troy,497409852,133378256,26.8%,364031596,73.2%,2004.csv,2004,0.268145585504004,0.731854414495996
216,How to Train Your Dragon,494878759,217581231,44%,277297528,56%,2010.csv,2010,0.4396657303289107,0.5603342696710892
217,Oz the Great and Powerful,493311825,234911825,47.6%,258400000,52.4%,2013.csv,2013,0.47619337930932426,0.5238066206906757
218,Clash of the Titans,493214993,163214888,33.1%,330000105,66.9%,2010.csv,2010,0.33092037005452507,0.6690796299454749
219,Maleficent: Mistress of Evil,491730089,113929605,23.2%,377800484,76.8%,2019.csv,2019,0.23169134358178353,0.7683086564182164
220,War for the Planet of the Apes,490719763,146880162,29.9%,343839601,70.1%,2017.csv,2017,0.2993157665019495,0.7006842334980505
221,Mr. & Mrs. Smith,487287646,186336279,38.2%,300951367,61.8%,2005.csv,2005,0.38239483502112015,0.6176051649788799
222,Toy Story 2,487059677,245852179,50.5%,241207498,49.5%,1999.csv,1999,0.5047680820434659,0.4952319179565341
223,Angels & Demons,485930816,133375846,27.4%,352554970,72.6%,2009.csv,2009,0.2744749697043293,0.7255250302956707
224,Teenage Mutant Ninja Turtles,485004754,191204754,39.4%,293800000,60.6%,2014.csv,2014,0.39423274189184543,0.6057672581081546
225,Bruce Almighty,484592874,242829261,50.1%,241763613,49.9%,2003.csv,2003,0.5010995291688916,0.49890047083110844
226,Shrek,484409218,267665011,55.3%,216744207,44.7%,2001.csv,2001,0.5525596975737155,0.4474403024262845
